company_name,_name_key,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,source,stage_status
B+S BANKSYSTEME AG,b s banksysteme ag,DE,DACH,12765000.0,2912000.0,2025,80,6209,Public,False,,Orbis,raw
ETC - ENTERPRISE TRAINING CENTER GMBH,etc enterprise training center gmbh,AT,DACH,14385651.95,1143394.53,2024,62,6209,Private,False,,Orbis,raw
IT1 GROUP,it1 group,BE,Benelux,14383766.0,1270812.0,2024,38,4741,Private,False,,Orbis,raw
MSC SOFTWARE BELGIUM,msc software belgium,BE,Benelux,14328297.0,4755059.0,2024,46,6202,Private,False,,Orbis,raw
DARTS-IP,darts ip,BE,Benelux,14169159.0,6139613.0,2024,5,6209,Private,False,,Orbis,raw
CAQ AG FACTORY SYSTEMS,caq ag factory systems,DE,DACH,14103672.24,4059286.66,2024,92,6202,Private,False,,Orbis,raw
CANCOM PHYSICAL INFRASTRUCTURE GMBH,cancom physical infrastructure gmbh,DE,DACH,14065554.85,1033137.9400000001,2024,27,6201,Private,False,,Orbis,raw
PIKETEC GMBH,piketec gmbh,DE,DACH,12571682.6,7068890.140000001,2025,51,6201,Private,False,,Orbis,raw
STATE STREET GLOBAL EXCHANGE (EUROPE) GMBH,state street global exchange europe gmbh,DE,DACH,13944840.13,4007728.63,2024,38,6201,Private,False,,Orbis,raw
GEOMAGIC GMBH,geomagic gmbh,DE,DACH,13934276.95,2973459.5100000002,2024,121,6201,Private,False,,Orbis,raw
RELATIONSHIP MANAGEMENT CONSULTANTS,relationship management consultants,BE,Benelux,13904391.0,1366369.0,2024,9,6202,Private,False,,Orbis,raw
PENNEO A/S,penneo a s,DK,Denmark,13765984.345842,1269951.6071344698,2024,90,6201,Private,False,,Orbis,raw
JARVISS,jarviss,BE,Benelux,13733119.0,1102543.0,2024,14,6202,Private,False,,Orbis,raw
MINDBREEZE GMBH,mindbreeze gmbh,AT,DACH,13150938.98,4049397.68,2024,51,6201,Private,False,,Orbis,raw
UXV TECHNOLOGIES APS,uxv technologies aps,DK,Denmark,13633787.5582148,1386786.07693345,2024,55,6202,Private,False,,Orbis,raw
SEQUOIA BUSINESS COMMUNITY,sequoia business community,BE,Benelux,13562957.0,1320377.0,2024,1,6202,Private,False,,Orbis,raw
FLEXSO DIGITAL,flexso digital,BE,Benelux,13511821.0,2365582.0,2024,64,6202,Private,False,,Orbis,raw
EMPOWER GMBH,empower gmbh,DE,DACH,13505976.64,2603832.4299999997,2024,117,6201,Private,False,,Orbis,raw
VIDEO GAMES EUROPE,video games europe,BE,Benelux,12681853.0,1449110.0,2023,7,6202,Private,False,,Orbis,raw
CONNECTIFY,connectify,BE,Benelux,13478525.0,2109393.0,2024,36,4321,Private,False,,Orbis,raw
DOMO ICT,domo ict,BE,Benelux,13170987.0,5778303.0,2024,10,6201,Private,False,,Orbis,raw
PEOPLEWARE GMBH,peopleware gmbh,DE,DACH,13153200.0,1257215.0,2024,83,6201,Private,False,,Orbis,raw
CENTRESOFT GMBH,centresoft gmbh,DE,DACH,13113635.82,1965050.45,2024,29,6201,Private,False,,Orbis,raw
GEO SOLUTIONS,geo solutions,BE,Benelux,12952287.0,1108811.0,2024,83,6202,Private,False,,Orbis,raw
ENGAGOR,engagor,BE,Benelux,12866360.0,6260982.0,2024,7,6201,Private,False,,Orbis,raw
PREO SOFTWARE AG,preo software ag,DE,DACH,12269349.790000001,1070708.9000000001,2024,27,6201,Private,False,,Orbis,raw
FORMPIPE SOFTWARE A/S,formpipe software a s,DK,Denmark,12842493.4328865,1274129.0795263601,2024,79,6201,Private,False,,Orbis,raw
KNX ASSOCIATION,knx association,BE,Benelux,12643117.0,1307349.0,2024,15,6209,Private,False,,Orbis,raw
HEADMIND PARTNERS BELGIUM,headmind partners belgium,BE,Benelux,12636766.0,1514930.0,2024,90,6202,Private,False,,Orbis,raw
BATTLEKART EUROPE,battlekart europe,BE,Benelux,12473482.0,2943240.0,2024,22,6201,Private,False,,Orbis,raw
ORGANI,organi,BE,Benelux,12445045.0,1320963.0,2024,83,6201,Private,False,,Orbis,raw
ABERDEEN SERVICES,aberdeen services,BE,Benelux,12312100.0,1039637.9999999999,2024,4,6202,Private,False,,Orbis,raw
SMAPONE AG,smapone ag,DE,DACH,12246240.85,1081550.4100000001,2024,101,6209,Private,False,,Orbis,raw
FORCEA,forcea,BE,Benelux,12057665.0,1728721.0,2024,45,6201,Private,False,,Orbis,raw
RENTA SOLUTIONS,renta solutions,BE,Benelux,12010142.0,3701006.0,2024,20,6209,Private,False,,Orbis,raw
LEXISNEXIS GMBH,lexisnexis gmbh,DE,DACH,11692492.21,4445753.5600000005,2022,15,6201,Private,False,,Orbis,raw
EPTURA BELGIUM,eptura belgium,BE,Benelux,11272717.0,1202050.0,2023,14,6202,Private,False,,Orbis,raw
MERKATOR,merkator,BE,Benelux,11791021.0,1371934.0,2024,49,6202,Private,False,,Orbis,raw
VISMA ACUBIZ A/S,visma acubiz a s,DK,Denmark,10388883.5947256,3544816.17491894,2025,42,6201,Private,False,,Orbis,raw
HUBSPOT BELGIUM,hubspot belgium,BE,Benelux,11731909.0,4889370.0,2024,34,6209,Private,False,,Orbis,raw
ISAM AG,isam ag,DE,DACH,11625034.879999999,2232937.16,2024,42,6201,Private,False,,Orbis,raw
INFO SUPPORT,info support,BE,Benelux,10200415.0,1677726.0,2025,68,6201,Private,False,,Orbis,raw
PRATO,prato,BE,Benelux,11497979.0,1349281.0,2024,67,4632,Private,False,,Orbis,raw
IFACTO BUSINESS SOLUTIONS,ifacto business solutions,BE,Benelux,11457595.0,1181246.0,2024,38,6202,Private,False,,Orbis,raw
NEOCX VERWALTUNGSGESELLSCHAFT MBH,neocx verwaltungsgesellschaft mbh,DE,DACH,10673138.81,1320981.49,2023,1,6201,Private,False,,Orbis,raw
NET IT,net it,BE,Benelux,10018839.0,1561217.0,2025,47,4741,Private,False,,Orbis,raw
THEO TECHNOLOGIES,theo technologies,BE,Benelux,10451733.0,4330861.0,2024,35,6201,Private,False,,Orbis,raw
QUALIFIO,qualifio,BE,Benelux,11257372.0,1943057.0,2024,55,6201,Private,False,,Orbis,raw
DHV E-NET GMBH,dhv e net gmbh,DE,DACH,11243282.28,1013291.54,2024,51,6202,Private,False,,Orbis,raw
THE CONCEPT GROUP,the concept group,BE,Benelux,11079358.0,1017604.0,2024,52,4741,Private,False,,Orbis,raw
GBS EUROPA GMBH,gbs europa gmbh,DE,DACH,10877551.81,2973832.9,2024,61,6201,Private,False,,Orbis,raw
NORRIQ FINANCIAL SERVICES,norriq financial services,BE,Benelux,10853051.0,1073859.0,2024,74,6201,Private,False,,Orbis,raw
SCIA,scia,BE,Benelux,10844446.0,2323413.0,2024,24,6201,Private,False,,Orbis,raw
XPOWER,xpower,BE,Benelux,10783343.0,1876604.0,2024,45,4650,Private,False,,Orbis,raw
DATASENSE,datasense,BE,Benelux,10767943.0,1493316.0,2024,40,6202,Private,False,,Orbis,raw
SKYFORCE CYBER SECURITY,skyforce cyber security,BE,Benelux,10599280.0,3406070.0,2024,59,4519,Private,False,,Orbis,raw
ZH-TECHNOLOGIES REGELUNGS- UND AUTOMATISIERUNGSTECHNIK GMBH,zh technologies regelungs und automatisierungstechnik gmbh,AT,DACH,10415393.22,2210341.77,2024,60,6201,Private,False,,Orbis,raw
VERMEG BELGIUM,vermeg belgium,BE,Benelux,10362596.0,2819013.0,2024,6,6202,Private,False,,Orbis,raw
INFORTEL,infortel,BE,Benelux,10108739.0,2069610.0000000002,2024,12,6201,Private,False,,Orbis,raw
XPLORE,xplore,BE,Benelux,10102632.0,1164001.0,2024,25,6201,Private,False,,Orbis,raw
TALENTSCONNECT AG,talentsconnect ag,DE,DACH,10040975.75,1567069.79,2024,71,6201,Private,False,,Orbis,raw
NEOCX GMBH,neocx gmbh,DE,DACH,9417051.41,1306293.3900000001,2023,79,6201,Private,False,,Orbis,raw
CALEO CONSULTING GMBH - REPRAESENTANZ WIEN ZWEIGNIEDERLASSUNG OESTERREICH,caleo consulting gmbh repraesentanz wien zweigniederlassung oesterreich,AT,DACH,9226631.87,1772510.7,2024,n.v.,6209,Private,False,,Orbis,raw
BOC PRODUCTS & SERVICES AG,boc products services ag,AT,DACH,9932913.88,1503354.0599999998,2024,n.v.,6209,Private,False,,Orbis,raw
PROMATIC - W,promatic w,BE,Benelux,9768120.0,1146568.0,2024,41,6201,Private,False,,Orbis,raw
VERVE GROUP SERVICES GMBH,verve group services gmbh,DE,DACH,9103013.0,2502841.0,2023,n.v.,6201,Private,False,,Orbis,raw
ONEVISION SOFTWARE AG,onevision software ag,DE,DACH,9537353.34,2164651.269,2024,52,6201,Private,False,,Orbis,raw
INTOPIX,intopix,BE,Benelux,8436136.0,2891108.0,2025,35,2611,Private,False,,Orbis,raw
123ERFASST.DE GMBH,123erfasst de gmbh,DE,DACH,9478613.87,4919555.680000001,2024,29,6201,Private,False,,Orbis,raw
IGEFI GROUP S. A R.L.,igefi group s a r l,LU,Benelux,9467386.0,1970148.0,2024,n.v.,6201,Private,False,,Orbis,raw
INFRONT,infront,BE,Benelux,9428252.0,1662420.0,2024,22,6201,Private,False,,Orbis,raw
G.I.M. - GEOGRAPHIC INFORMATION MANAGEMENT,g i m geographic information management,BE,Benelux,9338766.0,2456535.0,2024,40,4646,Private,False,,Orbis,raw
CARDIS REYNOLDS GMBH,cardis reynolds gmbh,DE,DACH,9323085.23,2049096.29,2024,67,6201,Private,False,,Orbis,raw
MAILSTORE SOFTWARE GMBH,mailstore software gmbh,DE,DACH,8947837.040000001,6315879.0600000005,2024,44,6209,Private,False,,Orbis,raw
IZIKO,iziko,BE,Benelux,9167369.0,1407037.0,2024,35,6201,Private,False,,Orbis,raw
OPENS,opens,BE,Benelux,9147297.0,2633772.0,2024,26,4740,Private,False,,Orbis,raw
PROFACTS,profacts,BE,Benelux,8995711.0,1330331.0,2024,34,6202,Private,False,,Orbis,raw
NEOXAM INTERNATIONAL S.AR.I.,neoxam international s ar i,LU,Benelux,8928121.0,3033186.0,2024,n.v.,6209,Private,False,,Orbis,raw
MEGASPACE INTERNET SERVICES GMBH,megaspace internet services gmbh,DE,DACH,8451108.86,4376203.17,2024,4,6201,Private,False,,Orbis,raw
NHC A/S,nhc a s,DK,Denmark,8615699.9153377,1188962.54560139,2024,38,6209,Private,False,,Orbis,raw
ELISION,elision,BE,Benelux,8456049.0,1833779.0,2024,36,6202,Private,False,,Orbis,raw
CAD-PLAN GMBH,cad plan gmbh,DE,DACH,8402703.149999999,1105701.8290000001,2024,2,6201,Private,False,,Orbis,raw
TOPTECH SYSTEMS,toptech systems,BE,Benelux,8365213.0,1243037.0,2024,17,6201,Private,False,,Orbis,raw
SPATIAL INTELLIGENCE GENUINE & GENERIC IT SOLUTIONS,spatial intelligence genuine generic it solutions,BE,Benelux,8352290.999999999,1168852.0,2024,32,6201,Private,False,,Orbis,raw
BETTERSPACE GMBH,betterspace gmbh,DE,DACH,7843941.0600000005,1094607.62,2023,48,6201,Private,False,,Orbis,raw
JWE S.A R.L.,jwe s a r l,LU,Benelux,7997252.0,1729557.0,2024,n.v.,6201,Private,False,,Orbis,raw
SUIVO,suivo,BE,Benelux,7899907.0,1005872.0,2024,32,6209,Private,False,,Orbis,raw
PEOPLEWARE,peopleware,BE,Benelux,7758613.0,1010735.0,2024,50,6201,Private,False,,Orbis,raw
ASTENA,astena,BE,Benelux,7582662.0,1199684.0,2024,34,6201,Private,False,,Orbis,raw
GRUEN RAW GMBH,gruen raw gmbh,DE,DACH,7058033.71,1758645.24,2023,54,6201,Private,False,,Orbis,raw
QUADIENT DOPIX GERMANY GMBH,quadient dopix germany gmbh,DE,DACH,7387337.71,1291772.08,2024,2,6209,Private,False,,Orbis,raw
CLAERHOUT COMPUTER ENGINEERING,claerhout computer engineering,BE,Benelux,7289083.0,1130753.0,2024,43,4666,Private,False,,Orbis,raw
IP TRADE,ip trade,BE,Benelux,6861738.0,2790437.0,2024,23,2630,Private,False,,Orbis,raw
PYRAMID,pyramid,BE,Benelux,7078586.0,1158322.0,2024,12,6201,Private,False,,Orbis,raw
MINDCORE P/S,mindcore p s,DK,Denmark,7037828.165768781,1152443.3514658299,2024,17,6202,Private,False,,Orbis,raw
BLACKROCK ALADDIN LUXEMBOURG S.A R.L.,blackrock aladdin luxembourg s a r l,LU,Benelux,6775000.0,1236000.0,2022,26,6201,Private,False,,Orbis,raw
ORBIS PEOPLE GMBH,orbis people gmbh,DE,DACH,6697731.28,1189599.02,2024,35,6201,Private,False,,Orbis,raw
B.REKENCENTRA,b rekencentra,BE,Benelux,6399752.0,1094046.0,2024,21,6201,Private,False,,Orbis,raw
ACAPELA GROUP BABEL TECHNOLOGIES,acapela group babel technologies,BE,Benelux,6324777.0,2079043.9999999998,2024,29,6209,Private,False,,Orbis,raw
GANG OF GEEKS,gang of geeks,BE,Benelux,5795093.0,2664676.0,2024,18,6202,Private,False,,Orbis,raw
HALLERUPNET APS,hallerupnet aps,DK,Denmark,6062860.0123712905,1977022.49875529,2024,40,6201,Private,False,,Orbis,raw
SYNERGLASS SOFT,synerglass soft,BE,Benelux,6003747.0,1587794.0,2024,28,4650,Private,False,,Orbis,raw
EUROPEAN GAS SHIPPING SERVICES & INFORMATION SYSTEMS,european gas shipping services information systems,BE,Benelux,5068026.0,1126199.0,2025,16,6201,Private,False,,Orbis,raw
LIVO TECHNOLOGIES GMBH,livo technologies gmbh,DE,DACH,5500406.699999999,1867563.3399999999,2022,39,6201,Private,False,,Orbis,raw
ELANCE SOLUTIONS,elance solutions,BE,Benelux,5205923.0,4845822.0,2024,1,5829,Private,False,,Orbis,raw
ZERON,zeron,BE,Benelux,5002058.0,2377860.0,2024,10,6201,Private,False,,Orbis,raw
